EventId,EventTemplate,Occurrences
6b4366f8,"[instance: <*>ae<*>a<*>-<*>b-<*>fc-<*>cc-<*>cdf<*>fa<*>d<*>] <*> <*> <*> MB, <*> <*>.<*> MB",2
3e062252,[instance: <*>ae<*>a<*>-<*>b-<*>fc-<*>cc-<*>cdf<*>fa<*>d<*>] Total <*> <*> <*> used: <*>.<*> <*>,2
bea68ffe,"[instance: <*>ae<*>a<*>-<*>b-<*>fc-<*>cc-<*>cdf<*>fa<*>d<*>] <*> limit not specified, defaulting to unlimited",2
5f82a438,[instance: <*>ae<*>a<*>-<*>b-<*>fc-<*>cc-<*>cdf<*>fa<*>d<*>] <*> <*>,3
ed27af3c,[instance: <*>ae<*>a<*>-<*>b-<*>fc-<*>cc-<*>cdf<*>fa<*>d<*>] VM <*> (Lifecycle Event),5
746cbe05,[instance: <*>ae<*>a<*>-<*>b-<*>fc-<*>cc-<*>cdf<*>fa<*>d<*>] During sync_power_state the instance has a pending task (spawning). Skip.,1
d5581fd4,[instance: <*>ae<*>a<*>-<*>b-<*>fc-<*>cc-<*>cdf<*>fa<*>d<*>] Instance <*> successfully.,2
1b15a440,[instance: <*>ae<*>a<*>-<*>b-<*>fc-<*>cc-<*>cdf<*>fa<*>d<*>] Took <*>.<*> seconds to <*> the instance on the hypervisor.,2
18e40fb9,[instance: <*>ae<*>a<*>-<*>b-<*>fc-<*>cc-<*>cdf<*>fa<*>d<*>] Took <*>.<*> seconds to build instance.,1
6f7b612c,[instance: <*>ae<*>a<*>-<*>b-<*>fc-<*>cc-<*>cdf<*>fa<*>d<*>] Deleting instance files /var/lib/nova/instances/<*>ae<*>a<*>-<*>b-<*>fc-<*>cc-<*>cdf<*>fa<*>d<*>_del,1
34a32f27,[instance: <*>ae<*>a<*>-<*>b-<*>fc-<*>cc-<*>cdf<*>fa<*>d<*>] Deletion of <*>complete,1
2cd0d514,[instance: <*>ae<*>a<*>-<*>b-<*>fc-<*>cc-<*>cdf<*>fa<*>d<*>] Took <*>.<*> seconds to deallocate network for instance.,1
9a51ee8a,"[instance: e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1
00da7b2c,"[instance: e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>] <*> <*> <*> MB, <*> <*>.<*> MB",2
bb41b6e5,[instance: e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>] Total <*> <*> <*> used: <*>.<*> <*>,2
aa2ca7a1,"[instance: e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>] <*> limit not specified, defaulting to unlimited",2
4a885779,[instance: e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>] <*> <*>,3
25026726,[instance: e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>] VM <*> (Lifecycle Event),5
c155e81c,[instance: e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>] During sync_power_state the instance has a pending task (spawning). Skip.,2
41c623ba,The instance sync for host 'cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us' did not match. Re-created its InstanceList.,29
d3fa6832,[instance: e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>] Instance <*> successfully.,2
15f46c54,[instance: e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>] Took <*>.<*> seconds to <*> the instance on the hypervisor.,2
c569342b,[instance: e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>] Took <*>.<*> seconds to build instance.,1
e75fec7a,[instance: e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>] Deleting instance files /var/lib/nova/instances/e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>_del,1
55e9f7e6,[instance: e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>] Deletion of <*>complete,1
a71acc03,[instance: e<*>ce<*>b-f<*>-<*>c<*>-<*>fc<*>-<*>d<*>dd<*>cf<*>] Took <*>.<*> seconds to deallocate network for instance.,1
067ddc15,"[instance: <*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1
18ed912f,"[instance: <*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d] <*> <*> <*> MB, <*> <*>.<*> MB",2
274aa504,[instance: <*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d] Total <*> <*> <*> used: <*>.<*> <*>,2
6f351021,"[instance: <*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d] <*> limit not specified, defaulting to unlimited",2
b2db36c9,[instance: <*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d] <*> <*>,3
1b75e2e2,[instance: <*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d] VM <*> (Lifecycle Event),5
44500b2e,[instance: <*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d] During sync_power_state the instance has a pending task (spawning). Skip.,2
5c41c4a2,[instance: <*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d] Instance <*> successfully.,2
cf6ccdfe,[instance: <*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d] Took <*>.<*> seconds to <*> the instance on the hypervisor.,2
1d729a26,[instance: <*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d] Took <*>.<*> seconds to build instance.,1
5e5ce7a7,[instance: <*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d] Deleting instance files /var/lib/nova/instances/<*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d_del,1
a18a9060,[instance: <*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d] Deletion of <*>complete,1
0f8a8e13,[instance: <*>e<*>b<*>-<*>bc<*>-<*>-<*>e<*>-e<*>ba<*>e<*>e<*>d] Took <*>.<*> seconds to deallocate network for instance.,1
9fa6ec14,"[instance: <*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1
43a64170,"[instance: <*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>] <*> <*> <*> MB, <*> <*>.<*> MB",2
8d4cc6ef,[instance: <*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>] Total <*> <*> <*> used: <*>.<*> <*>,2
eb516f72,"[instance: <*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>] <*> limit not specified, defaulting to unlimited",2
96d44e46,[instance: <*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>] <*> <*>,3
c29735ed,[instance: <*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>] VM <*> (Lifecycle Event),5
eef238c1,[instance: <*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>] During sync_power_state the instance has a pending task (spawning). Skip.,2
3f285046,[instance: <*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>] Instance <*> successfully.,2
8a1e4828,[instance: <*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>] Took <*>.<*> seconds to <*> the instance on the hypervisor.,2
40ad7613,[instance: <*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>] Took <*>.<*> seconds to build instance.,1
dc1d7d04,[instance: <*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>] Deleting instance files /var/lib/nova/instances/<*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>_del,1
a6461fde,[instance: <*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>] Deletion of <*>complete,1
d8549644,[instance: <*>e<*>c<*>c<*>a-<*>f-<*>d<*>-bb<*>-<*>b<*>cbca<*>] Took <*>.<*> seconds to deallocate network for instance.,1
513871bc,"[instance: <*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1
5c5a0efc,"[instance: <*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>] <*> <*> <*> MB, <*> <*>.<*> MB",2
a80d2283,[instance: <*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>] Total <*> <*> <*> used: <*>.<*> <*>,2
bf8fa147,"[instance: <*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>] <*> limit not specified, defaulting to unlimited",2
90851e8c,[instance: <*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>] <*> <*>,3
dd56382f,[instance: <*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>] VM <*> (Lifecycle Event),5
ac457357,[instance: <*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>] During sync_power_state the instance has a pending task (spawning). Skip.,2
68e383cf,[instance: <*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>] Instance <*> successfully.,2
1b787de0,[instance: <*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>] Took <*>.<*> seconds to <*> the instance on the hypervisor.,2
cf39977c,[instance: <*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>] Took <*>.<*> seconds to build instance.,1
a6374908,[instance: <*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>] Deleting instance files /var/lib/nova/instances/<*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>_del,1
b4eeba24,[instance: <*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>] Deletion of <*>complete,1
53471e39,[instance: <*>e<*>e<*>-d<*>e<*>-<*>b<*>-<*>f<*>-a<*>e<*>] Took <*>.<*> seconds to deallocate network for instance.,1
6ec73470,"[instance: <*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1
130d3c79,"[instance: <*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa] <*> <*> <*> MB, <*> <*>.<*> MB",2
46b97c18,[instance: <*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa] Total <*> <*> <*> used: <*>.<*> <*>,2
04ca5ad4,"[instance: <*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa] <*> limit not specified, defaulting to unlimited",2
d414df3d,[instance: <*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa] <*> <*>,3
582112b8,[instance: <*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa] VM <*> (Lifecycle Event),5
e64c7054,[instance: <*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa] During sync_power_state the instance has a pending task (spawning). Skip.,2
235b658a,[instance: <*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa] Instance <*> successfully.,2
7d4ac154,[instance: <*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa] Took <*>.<*> seconds to <*> the instance on the hypervisor.,2
82a5b2b3,[instance: <*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa] Took <*>.<*> seconds to build instance.,1
2709a8fb,[instance: <*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa] Deleting instance files /var/lib/nova/instances/<*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa_del,1
67f0abb3,[instance: <*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa] Deletion of <*>complete,1
d56ee739,[instance: <*>a<*>cc<*>-<*>-<*>f<*>-a<*>c-<*>bdb<*>a<*>a<*>fa] Took <*>.<*> seconds to deallocate network for instance.,1
13866240,Base or swap file too young to remove: /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,74
4cf68ac3,"[instance: ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1
d07aafa6,"[instance: ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>] <*> <*> <*> MB, <*> <*>.<*> MB",2
8517948f,[instance: ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>] Total <*> <*> <*> used: <*>.<*> <*>,2
b4414279,"[instance: ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>] <*> limit not specified, defaulting to unlimited",2
c94f1df3,[instance: ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>] <*> <*>,3
b93af78c,[instance: ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>] VM <*> (Lifecycle Event),5
9bedf15c,[instance: ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>] During sync_power_state the instance has a pending task (spawning). Skip.,2
1c92b112,[instance: ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>] Instance <*> successfully.,2
8e13d7fd,[instance: ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>] Took <*>.<*> seconds to <*> the instance on the hypervisor.,2
05600e91,[instance: ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>] Took <*>.<*> seconds to build instance.,1
ab10b223,[instance: ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>] Deleting instance files /var/lib/nova/instances/ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>_del,1
05cfbb2c,[instance: ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>] Deletion of <*>complete,1
6ef11205,[instance: ff<*>e<*>e-e<*>f<*>-<*>a<*>-<*>c<*>-<*>d<*>f<*>] Took <*>.<*> seconds to deallocate network for instance.,1
fca711cf,"[instance: <*>f<*>e-<*>-<*>e<*>-b<*>d-<*>a<*>f<*>d<*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",1
8fae487a,"[instance: <*>f<*>e-<*>-<*>e<*>-b<*>d-<*>a<*>f<*>d<*>] <*> <*> <*> MB, <*> <*>.<*> MB",2
6e0f3839,[instance: <*>f<*>e-<*>-<*>e<*>-b<*>d-<*>a<*>f<*>d<*>] Total <*> <*> <*> used: <*>.<*> <*>,2
399799fc,"[instance: <*>f<*>e-<*>-<*>e<*>-b<*>d-<*>a<*>f<*>d<*>] <*> limit not specified, defaulting to unlimited",2
e43fc4b4,[instance: <*>f<*>e-<*>-<*>e<*>-b<*>d-<*>a<*>f<*>d<*>] <*> <*>,3
a5124fb6,[instance: <*>f<*>e-<*>-<*>e<*>-b<*>d-<*>a<*>f<*>d<*>] VM <*> (Lifecycle Event),5
612a3d93,[instance: <*>f<*>e-<*>-<*>e<*>-b<*>d-<*>a<*>f<*>d<*>] During sync_power_state the instance has a pending task (spawning). Skip.,2
d49370ba,[instance: <*>f<*>e-<*>-<*>e<*>-b<*>d-<*>a<*>f<*>d<*>] Instance <*> successfully.,2
