EventId,EventTemplate,Occurrences
45,[instance <*>f<*>e-<*>-<*>e<*>-b<*>d-<*>a<*>f<*>d<*>] Took <*>.<*> seconds to <*>,4
46,[instance <*>e<*>e<*>e<*>-<*>ec<*>-<*>beb-a<*>f<*>-<*>e<*>ec<*>] <*>,13
47,[instance <*>e<*>e<*>e<*>-<*>ec<*>-<*>beb-a<*>f<*>-<*>e<*>ec<*>] Took <*>.<*> seconds to <*>,4
48,[instance df<*>d<*>-<*>af-<*>d<*>c-<*>d<*>-<*>acae<*>] <*>,13
49,[instance df<*>d<*>-<*>af-<*>d<*>c-<*>d<*>-<*>acae<*>] Took <*>.<*> seconds to <*>,4
50,[instance <*>aa<*>ff-b<*>e<*>-<*>-a<*>-<*>e<*>f<*>fe<*>ce<*>] <*>,13
51,[instance <*>aa<*>ff-b<*>e<*>-<*>-a<*>-<*>e<*>f<*>fe<*>ce<*>] Took <*>.<*> seconds to <*>,4
52,[instance af<*>d<*>c-<*>bf-<*>b<*>-b<*>-<*>b<*>adc<*>ff<*>] <*>,13
53,[instance af<*>d<*>c-<*>bf-<*>b<*>-b<*>-<*>b<*>adc<*>ff<*>] Took <*>.<*> seconds to <*>,4
54,[instance f<*>b<*>b<*>f-<*>cc<*>-<*>a-<*>-ab<*>b<*>f<*>f<*>a<*>] <*>,13
55,[instance f<*>b<*>b<*>f-<*>cc<*>-<*>a-<*>-ab<*>b<*>f<*>f<*>a<*>] Took <*>.<*> seconds to <*>,4
56,[instance b<*>d<*>-c<*>b-<*>fe-<*>-<*>f<*>b<*>b<*>d<*>] <*>,13
57,couldn't obtain the vcpu count from domain id b<*>d<*>-c<*>b-<*>fe-<*>-<*>f<*>b<*>b<*>d<*> exception Requested operation is not valid cpu affinity is not supported,1
58,[instance b<*>d<*>-c<*>b-<*>fe-<*>-<*>f<*>b<*>b<*>d<*>] Took <*>.<*> seconds to <*>,4
59,[instance a<*>a<*>-<*>eba-<*>db-b<*>aa-<*>f<*>d<*>] <*>,13
60,[instance a<*>a<*>-<*>eba-<*>db-b<*>aa-<*>f<*>d<*>] Took <*>.<*> seconds to <*>,4
61,[instance d<*>c<*>c<*>b-f<*>f<*>-<*>a<*>c-<*>e<*>-<*>d<*>ebe<*>f<*>] <*>,13
62,[instance d<*>c<*>c<*>b-f<*>f<*>-<*>a<*>c-<*>e<*>-<*>d<*>ebe<*>f<*>] Took <*>.<*> seconds to <*>,4
63,[instance <*>d<*>-<*>a-<*>b<*>-<*>ba-b<*>fed<*>b<*>] <*>,13
64,[instance <*>d<*>-<*>a-<*>b<*>-<*>ba-b<*>fed<*>b<*>] Took <*>.<*> seconds to <*>,4
65,[instance <*>f<*>-<*>a-<*>ee<*>-ab<*>b-ea<*>cb<*>] <*>,13
66,[instance <*>f<*>-<*>a-<*>ee<*>-ab<*>b-ea<*>cb<*>] Took <*>.<*> seconds to <*>,4
67,[instance <*>dbe<*>f-<*>a<*>-<*>b-<*>b-<*>f<*>e<*>ccd<*>d] <*>,13
68,[instance <*>dbe<*>f-<*>a<*>-<*>b-<*>b-<*>f<*>e<*>ccd<*>d] Took <*>.<*> seconds to <*>,4
69,[instance cdd<*>e<*>a-ebc<*>-<*>d<*>-a<*>-<*>f<*>f<*>ed<*>] <*>,13
70,[instance cdd<*>e<*>a-ebc<*>-<*>d<*>-a<*>-<*>f<*>f<*>ed<*>] Took <*>.<*> seconds to <*>,4
71,[instance f<*>a<*>-<*>d-<*>f<*>-<*>c<*>-c<*>e<*>fd<*>] <*>,13
72,[instance f<*>a<*>-<*>d-<*>f<*>-<*>c<*>-c<*>e<*>fd<*>] Took <*>.<*> seconds to <*>,4
73,[instance <*>b<*>eb-<*>c<*>-<*>-<*>a<*>-<*>a<*>f<*>b<*>d] <*>,13
74,[instance <*>b<*>eb-<*>c<*>-<*>-<*>a<*>-<*>a<*>f<*>b<*>d] Took <*>.<*> seconds to <*>,4
75,[instance <*>ed<*>be<*>-dd<*>b-<*>d<*>f-aaab-<*>f<*>] <*>,13
76,[instance <*>ed<*>be<*>-dd<*>b-<*>d<*>f-aaab-<*>f<*>] Took <*>.<*> seconds to <*>,4
77,[instance fac<*>db<*>-<*>f<*>b-<*>dd-b<*>ad-<*>f<*>fd<*>a<*>cf] <*>,13
78,[instance fac<*>db<*>-<*>f<*>b-<*>dd-b<*>ad-<*>f<*>fd<*>a<*>cf] Took <*>.<*> seconds to <*>,4
79,[instance <*>d<*>d-<*>-<*>-<*>d<*>a-aa<*>ef<*>a<*>a<*>] <*>,13
80,[instance <*>d<*>d-<*>-<*>-<*>d<*>a-aa<*>ef<*>a<*>a<*>] Took <*>.<*> seconds to <*>,4
81,[instance <*>d<*>f-<*>fef-<*>ed-a<*>fe-<*>fea<*>e<*>b<*>] <*>,13
82,[instance <*>d<*>f-<*>fef-<*>ed-a<*>fe-<*>fea<*>e<*>b<*>] Took <*>.<*> seconds to <*>,4
83,[instance df<*>c-<*>ea<*>-<*>f<*>c-<*>d-<*>e<*>f<*>f<*>bd] <*>,13
84,Running instance usage audit for host cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us from <*>-<*>-<*> <*> <*> <*> to <*>-<*>-<*> <*> <*> <*>. <*> instances.,2
85,[instance df<*>c-<*>ea<*>-<*>f<*>c-<*>d-<*>e<*>f<*>f<*>bd] Took <*>.<*> seconds to <*>,4
86,[instance <*>bbbaa<*>-d<*>d<*>-<*>-bca<*>-be<*>daceed] <*>,13
87,[instance <*>bbbaa<*>-d<*>d<*>-<*>-bca<*>-be<*>daceed] Took <*>.<*> seconds to <*>,4
88,[instance b<*>f<*>-<*>a-<*>-bfe<*>-<*>ba<*>d<*>ecc<*>] <*>,13
89,[instance b<*>f<*>-<*>a-<*>-bfe<*>-<*>ba<*>d<*>ecc<*>] Took <*>.<*> seconds to <*>,4
90,[instance e<*>ca<*>f-<*>e<*>e-<*>d<*>-a<*>-a<*>b<*>d<*>e] <*>,13
91,[instance e<*>ca<*>f-<*>e<*>e-<*>d<*>-a<*>-a<*>b<*>d<*>e] Took <*>.<*> seconds to <*>,4
92,[instance <*>edb<*>bd-<*>dd-<*>-<*>c<*>-ba<*>d<*>f<*>e<*>b<*>] <*>,13
93,[instance <*>edb<*>bd-<*>dd-<*>-<*>c<*>-ba<*>d<*>f<*>e<*>b<*>] Took <*>.<*> seconds to <*>,4
94,[instance d<*>dcb<*>-d<*>df-<*>d-<*>acf-bea<*>de<*>e<*>cf] <*>,13
95,[instance d<*>dcb<*>-d<*>df-<*>d-<*>acf-bea<*>de<*>e<*>cf] Took <*>.<*> seconds to <*>,4
96,[instance <*>b<*>aac-<*>d<*>e-<*>de-aacf-<*>fb<*>f<*>d] <*>,13
97,[instance <*>b<*>aac-<*>d<*>e-<*>de-aacf-<*>fb<*>f<*>d] Took <*>.<*> seconds to <*>,4
98,[instance <*>d<*>a<*>-ce<*>-<*>cb<*>-be<*>-<*>d<*>e<*>f<*>] <*>,13
99,[instance <*>d<*>a<*>-ce<*>-<*>cb<*>-be<*>-<*>d<*>e<*>f<*>] Took <*>.<*> seconds to <*>,4
100,[instance <*>aae<*>f<*>-e<*>-<*>-<*>e<*>e-<*>db<*>d<*>] <*>,13
101,[instance <*>aae<*>f<*>-e<*>-<*>-<*>e<*>e-<*>db<*>d<*>] Took <*>.<*> seconds to <*>,4
102,[instance <*>d<*>c<*>-<*>c<*>-<*>a<*>b-b<*>-<*>daa<*>d<*>b<*>] <*>,13
103,[instance <*>d<*>c<*>-<*>c<*>-<*>a<*>b-b<*>-<*>daa<*>d<*>b<*>] Took <*>.<*> seconds to <*>,4
104,[instance fc<*>e<*>afa-e<*>f-<*>-<*>f<*>-<*>a<*>a<*>] <*>,13
105,[instance fc<*>e<*>afa-e<*>f-<*>-<*>f<*>-<*>a<*>a<*>] Took <*>.<*> seconds to <*>,4
106,[instance aa<*>b<*>f<*>-<*>f-<*>f<*>-<*>d<*>-efcdbbd<*>a<*>d<*>] <*>,13
107,[instance aa<*>b<*>f<*>-<*>f-<*>f<*>-<*>d<*>-efcdbbd<*>a<*>d<*>] Took <*>.<*> seconds to <*>,4
108,[instance <*>ad<*>dba-<*>-<*>a<*>-<*>eb<*>-<*>b<*>ce<*>cd] <*>,13
109,[instance <*>ad<*>dba-<*>-<*>a<*>-<*>eb<*>-<*>b<*>ce<*>cd] Took <*>.<*> seconds to <*>,4
110,[instance f<*>a<*>ca-<*>e-<*>a-adfd-<*>f<*>] <*>,13
111,[instance f<*>a<*>ca-<*>e-<*>a-adfd-<*>f<*>] Took <*>.<*> seconds to <*>,4
112,[instance be<*>c<*>e-<*>-<*>b-b<*>a-<*>e<*>e<*>e<*>ebd<*>] <*>,13
113,[instance be<*>c<*>e-<*>-<*>b-b<*>a-<*>e<*>e<*>e<*>ebd<*>] Took <*>.<*> seconds to <*>,4
114,[instance <*>dc<*>-<*>e<*>-<*>a<*>-<*>a<*>-<*>ad<*>f<*>efa] <*>,13
115,[instance <*>dc<*>-<*>e<*>-<*>a<*>-<*>a<*>-<*>ad<*>f<*>efa] Took <*>.<*> seconds to <*>,4
116,[instance f<*>a<*>cb-e<*>-<*>fa<*>-<*>f-<*>a<*>d<*>d<*>f<*>] <*>,13
117,[instance f<*>a<*>cb-e<*>-<*>fa<*>-<*>f-<*>a<*>d<*>d<*>f<*>] Took <*>.<*> seconds to <*>,4
118,[instance <*>d<*>b<*>-<*>b-<*>-<*>d<*>d-a<*>dfeba<*>] <*>,13
119,[instance <*>d<*>b<*>-<*>b-<*>-<*>d<*>d-a<*>dfeba<*>] Took <*>.<*> seconds to <*>,4
120,[instance <*>a<*>b-e<*>ea-<*>-bffe-c<*>a<*>d<*>] <*>,13
121,[instance <*>a<*>b-e<*>ea-<*>-bffe-c<*>a<*>d<*>] Took <*>.<*> seconds to <*>,4
122,[instance c<*>e<*>b<*>-a<*>f<*>-<*>a<*>-<*>a<*>e-<*>a<*>c<*>ab<*>] <*>,13
123,[instance c<*>e<*>b<*>-a<*>f<*>-<*>a<*>-<*>a<*>e-<*>a<*>c<*>ab<*>] Took <*>.<*> seconds to <*>,4
124,[instance <*>d<*>-<*>-<*>e-a<*>-<*>ea<*>fd<*>ad<*>] <*>,13
125,[instance <*>d<*>-<*>-<*>e-a<*>-<*>ea<*>fd<*>ad<*>] Took <*>.<*> seconds to <*>,4
126,[instance bbac<*>ce-<*>a-<*>a<*>b-<*>-bc<*>b<*>d<*>fd<*>] <*>,13
127,[instance bbac<*>ce-<*>a-<*>a<*>b-<*>-bc<*>b<*>d<*>fd<*>] Took <*>.<*> seconds to <*>,4
128,[instance f<*>e<*>-ba<*>c-<*>aaf-a<*>-<*>fb<*>f<*>b<*>c] <*>,13
129,[instance f<*>e<*>-ba<*>c-<*>aaf-a<*>-<*>fb<*>f<*>b<*>c] Took <*>.<*> seconds to <*>,4
130,[instance <*>b<*>fb<*>-c<*>eb-<*>f<*>d-<*>f<*>a-a<*>b<*>e<*>a<*>df] <*>,13
131,[instance <*>b<*>fb<*>-c<*>eb-<*>f<*>d-<*>f<*>a-a<*>b<*>e<*>a<*>df] Took <*>.<*> seconds to <*>,4
132,[instance edf<*>-d<*>c-<*>-a<*>d<*>-<*>d<*>ed<*>aea] <*>,13
133,[instance edf<*>-d<*>c-<*>-a<*>d<*>-<*>d<*>ed<*>aea] Took <*>.<*> seconds to <*>,4
134,[instance <*>e<*>fb<*>-fadc-<*>d<*>-<*>d<*>-ac<*>e<*>fda<*>] <*>,13
135,[instance <*>e<*>fb<*>-fadc-<*>d<*>-<*>d<*>-ac<*>e<*>fda<*>] Took <*>.<*> seconds to <*>,4
136,[instance <*>f<*>-<*>d<*>-<*>-<*>dd<*>-a<*>ff] <*>,13
137,[instance <*>f<*>-<*>d<*>-<*>-<*>dd<*>-a<*>ff] Took <*>.<*> seconds to <*>,4
138,[instance <*>a<*>-<*>dfa-<*>a<*>-bcc<*>-<*>e<*>c] <*>,13
139,[instance <*>a<*>-<*>dfa-<*>a<*>-bcc<*>-<*>e<*>c] Took <*>.<*> seconds to <*>,4
140,[instance <*>a<*>c<*>c-<*>b<*>-<*>-a<*>a<*>-d<*>c<*>] <*>,13
141,[instance <*>a<*>c<*>c-<*>b<*>-<*>-a<*>a<*>-d<*>c<*>] Took <*>.<*> seconds to <*>,4
142,[instance <*>fd<*>-<*>be<*>-<*>-<*>a<*>-<*>b<*>a<*>] <*>,13
143,[instance <*>fd<*>-<*>be<*>-<*>-<*>a<*>-<*>b<*>a<*>] Took <*>.<*> seconds to <*>,4
144,[instance <*>fd<*>cab<*>-<*>e-<*>bc<*>-<*>bde-da<*>f] <*>,13
145,[instance <*>fd<*>cab<*>-<*>e-<*>bc<*>-<*>bde-da<*>f] Took <*>.<*> seconds to <*>,4
146,[instance <*>da-f<*>c-<*>aea-<*>dab-e<*>b] <*>,13
147,[instance <*>da-f<*>c-<*>aea-<*>dab-e<*>b] Took <*>.<*> seconds to <*>,4
148,[instance <*>a<*>-<*>df-<*>-<*>b<*>c-<*>fef<*>c<*>] <*>,13
149,[instance <*>a<*>-<*>df-<*>-<*>b<*>c-<*>fef<*>c<*>] Took <*>.<*> seconds to <*>,4
150,[instance a<*>-f<*>ec-<*>d<*>-<*>d-<*>a<*>df<*>e<*>] <*>,13
151,[instance a<*>-f<*>ec-<*>d<*>-<*>d-<*>a<*>df<*>e<*>] Took <*>.<*> seconds to <*>,4
152,[instance e<*>bd<*>-ebd<*>-<*>b<*>-b<*>da-abf<*>efd<*>e<*>] <*>,13
153,[instance e<*>bd<*>-ebd<*>-<*>b<*>-b<*>da-abf<*>efd<*>e<*>] Took <*>.<*> seconds to <*>,4
154,[instance e<*>f<*>e<*>-<*>c-<*>d<*>-b<*>f<*>-c<*>c<*>e<*>eff<*>] <*>,13
155,[instance e<*>f<*>e<*>-<*>c-<*>d<*>-b<*>f<*>-c<*>c<*>e<*>eff<*>] Took <*>.<*> seconds to <*>,4
156,[instance <*>db<*>c<*>-<*>-<*>e<*>-<*>e<*>d-<*>c<*>d<*>ef<*>] <*>,13
157,[instance <*>db<*>c<*>-<*>-<*>e<*>-<*>e<*>d-<*>c<*>d<*>ef<*>] Took <*>.<*> seconds to <*>,4
158,[instance <*>d<*>-<*>e<*>-<*>c<*>e-<*>a-f<*>a<*>c<*>e<*>b] <*>,13
159,[instance <*>d<*>-<*>e<*>-<*>c<*>e-<*>a-f<*>a<*>c<*>e<*>b] Took <*>.<*> seconds to <*>,4
160,[instance <*>ee<*>ad<*>d-ff<*>a-<*>e<*>-a<*>-<*>db<*>efcec<*>cd] <*>,13
161,[instance <*>ee<*>ad<*>d-ff<*>a-<*>e<*>-a<*>-<*>db<*>efcec<*>cd] Took <*>.<*> seconds to <*>,4
162,[instance <*>ba<*>df<*>-<*>-<*>-a<*>c<*>-b<*>f<*>be] <*>,13
163,[instance <*>ba<*>df<*>-<*>-<*>-a<*>c<*>-b<*>f<*>be] Took <*>.<*> seconds to <*>,4
164,[instance b<*>-<*>-<*>-<*>-<*>e<*>b<*>f<*>e<*>b] <*>,13
165,[instance b<*>-<*>-<*>-<*>-<*>e<*>b<*>f<*>e<*>b] Took <*>.<*> seconds to <*>,4
166,[instance <*>cc<*>a-c<*>d-<*>-be<*>-<*>a<*>d<*>d] <*>,13
167,[instance <*>cc<*>a-c<*>d-<*>-be<*>-<*>a<*>d<*>d] Took <*>.<*> seconds to <*>,4
168,[instance <*>f<*>b<*>-<*>d<*>-<*>ca-bca<*>-<*>dd<*>e<*>de<*>] <*>,13
169,[instance <*>f<*>b<*>-<*>d<*>-<*>ca-bca<*>-<*>dd<*>e<*>de<*>] Took <*>.<*> seconds to <*>,4
170,[instance <*>a<*>abc-b<*>b<*>-<*>c<*>d-<*>d<*>-<*>ffe<*>fe] <*>,13
171,[instance <*>a<*>abc-b<*>b<*>-<*>c<*>d-<*>d<*>-<*>ffe<*>fe] Took <*>.<*> seconds to <*>,4
172,[instance d<*>a<*>a<*>-<*>c<*>a-<*>cc-b<*>d<*>-d<*>be<*>] <*>,13
173,[instance d<*>a<*>a<*>-<*>c<*>a-<*>cc-b<*>d<*>-d<*>be<*>] Took <*>.<*> seconds to <*>,4
174,[instance <*>b<*>ca<*>-a<*>b<*>-<*>c-bb<*>e-c<*>eb<*>b<*>a<*>b<*>] <*>,13
175,[instance <*>b<*>ca<*>-a<*>b<*>-<*>c-bb<*>e-c<*>eb<*>b<*>a<*>b<*>] Took <*>.<*> seconds to <*>,4
176,[instance <*>db<*>-<*>f<*>-<*>f<*>-<*>d<*>-b<*>a<*>be<*>a] <*>,13
177,[instance <*>db<*>-<*>f<*>-<*>f<*>-<*>d<*>-b<*>a<*>be<*>a] Took <*>.<*> seconds to <*>,4
178,[instance a<*>c<*>e<*>-d<*>-<*>-a<*>-<*>e<*>c<*>aa<*>] <*>,13
179,[instance a<*>c<*>e<*>-d<*>-<*>-a<*>-<*>e<*>c<*>aa<*>] Took <*>.<*> seconds to <*>,4
180,[instance e<*>a<*>c<*>fd-<*>e<*>-<*>dc<*>-<*>a<*>-cec<*>ffdf<*>e] <*>,13
181,[instance e<*>a<*>c<*>fd-<*>e<*>-<*>dc<*>-<*>a<*>-cec<*>ffdf<*>e] Took <*>.<*> seconds to <*>,4
182,[instance f<*>bb<*>-<*>a<*>-<*>d-<*>b<*>c-<*>caec<*>c<*>a] <*>,13
183,[instance f<*>bb<*>-<*>a<*>-<*>d-<*>b<*>c-<*>caec<*>c<*>a] Took <*>.<*> seconds to <*>,4
184,[instance edbdf<*>f-f<*>-<*>a<*>-<*>f-<*>a<*>cfe<*>ffe] <*>,13
185,[instance edbdf<*>f-f<*>-<*>a<*>-<*>f-<*>a<*>cfe<*>ffe] Took <*>.<*> seconds to <*>,4
186,[instance <*>f<*>-a<*>-<*>fe<*>-<*>eb-<*>f<*>d<*>e<*>fc<*>] <*>,13
187,[instance <*>f<*>-a<*>-<*>fe<*>-<*>eb-<*>f<*>d<*>e<*>fc<*>] Took <*>.<*> seconds to <*>,4
188,[instance <*>-<*>-<*>-<*>db-<*>ee<*>f<*>f<*>e] <*>,13
189,[instance <*>-<*>-<*>-<*>db-<*>ee<*>f<*>f<*>e] Took <*>.<*> seconds to <*>,4
190,[instance a<*>bc<*>-<*>f-<*>be-b<*>-<*>bb<*>e<*>abf<*>] <*>,13
191,[instance a<*>bc<*>-<*>f-<*>be-b<*>-<*>bb<*>e<*>abf<*>] Took <*>.<*> seconds to <*>,4
192,[instance b<*>d<*>a-<*>f<*>-<*>c<*>-<*>d<*>-<*>b<*>e<*>ee] <*>,13
193,[instance b<*>d<*>a-<*>f<*>-<*>c<*>-<*>d<*>-<*>b<*>e<*>ee] Took <*>.<*> seconds to <*>,4
194,[instance db<*>eac<*>-<*>e<*>-<*>b-<*>d<*>-b<*>d<*>f<*>] <*>,13
195,[instance db<*>eac<*>-<*>e<*>-<*>b-<*>d<*>-b<*>d<*>f<*>] Took <*>.<*> seconds to <*>,4
196,[instance f<*>f<*>-<*>e<*>-<*>ce<*>-b<*>f<*>-<*>fcd<*>f<*>c<*>a] <*>,13
197,[instance f<*>f<*>-<*>e<*>-<*>ce<*>-b<*>f<*>-<*>fcd<*>f<*>c<*>a] Took <*>.<*> seconds to <*>,4
198,[instance <*>a<*>-<*>da-<*>a<*>f-<*>dfa-b<*>aaf<*>ecc<*>f] <*>,13
199,[instance <*>a<*>-<*>da-<*>a<*>f-<*>dfa-b<*>aaf<*>ecc<*>f] Took <*>.<*> seconds to <*>,4
200,[instance <*>b<*>da<*>b<*>-<*>-<*>-<*>fa<*>-de<*>b<*>c<*>b<*>d<*>] <*>,13
201,[instance <*>b<*>da<*>b<*>-<*>-<*>-<*>fa<*>-de<*>b<*>c<*>b<*>d<*>] Took <*>.<*> seconds to <*>,4
202,[instance a<*>ed<*>-<*>c<*>-<*>a-<*>b<*>-<*>e<*>c<*>a] <*>,13
203,[instance a<*>ed<*>-<*>c<*>-<*>a-<*>b<*>-<*>e<*>c<*>a] Took <*>.<*> seconds to <*>,4
204,[instance <*>a<*>e-a<*>b<*>-<*>-a<*>-<*>b] <*>,13
205,[instance <*>a<*>e-a<*>b<*>-<*>-a<*>-<*>b] Took <*>.<*> seconds to <*>,4
206,[instance <*>b<*>-c<*>a-<*>fb-b<*>df-<*>bde<*>d] <*>,13
207,[instance <*>b<*>-c<*>a-<*>fb-b<*>df-<*>bde<*>d] Took <*>.<*> seconds to <*>,4
208,[instance <*>-<*>b<*>a-<*>a<*>-<*>d-<*>f<*>a<*>b<*>e] <*>,13
209,[instance <*>-<*>b<*>a-<*>a<*>-<*>d-<*>f<*>a<*>b<*>e] Took <*>.<*> seconds to <*>,4
210,[instance daf<*>c<*>-<*>-<*>d-a<*>f<*>-fc<*>d<*>a<*>f<*>] <*>,13
211,[instance daf<*>c<*>-<*>-<*>d-a<*>f<*>-fc<*>d<*>a<*>f<*>] Took <*>.<*> seconds to <*>,4
212,[instance <*>ca<*>d<*>-<*>-<*>c<*>c-a<*>-<*>fa<*>cf<*>fc<*>] <*>,13
213,[instance <*>ca<*>d<*>-<*>-<*>c<*>c-a<*>-<*>fa<*>cf<*>fc<*>] Took <*>.<*> seconds to <*>,4
214,[instance daaa<*>-<*>ba-<*>-<*>e<*>b-<*>c<*>d<*>] <*>,13
215,[instance daaa<*>-<*>ba-<*>-<*>e<*>b-<*>c<*>d<*>] Took <*>.<*> seconds to <*>,4
216,[instance <*>aab<*>c<*>-<*>-<*>a<*>-b<*>-<*>d<*>a<*>d] <*>,13
217,[instance <*>aab<*>c<*>-<*>-<*>a<*>-b<*>-<*>d<*>a<*>d] Took <*>.<*> seconds to <*>,4
218,[instance f<*>f<*>-<*>-<*>a-<*>d<*>-<*>f<*>a] <*>,13
219,[instance f<*>f<*>-<*>-<*>a-<*>d<*>-<*>f<*>a] Took <*>.<*> seconds to <*>,4
220,[instance <*>fa<*>-<*>aa<*>-<*>d-a<*>-<*>da<*>a<*>c] <*>,13
221,[instance <*>fa<*>-<*>aa<*>-<*>d-a<*>-<*>da<*>a<*>c] Took <*>.<*> seconds to <*>,4
222,[instance <*>ebf<*>-a<*>-<*>-ba<*>-<*>cef<*>ec<*>] <*>,13
223,[instance <*>ebf<*>-a<*>-<*>-ba<*>-<*>cef<*>ec<*>] Took <*>.<*> seconds to <*>,4
